酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
泊金全季酒店(南京商厦店),高档型,¥297起,234,火车站地区 | 龙蟠路2号,410米，步行约726米，预计10分钟,10分钟,距小市地铁站直线410米，步行约726米，预计10分钟,94,4.8,565,4.8,4.8,4.8,4.8,4.0,14:00,12:00,1,1,1,1,0,0,1,1,2019年11月01日,null,025-85659888,酒店位于南京市玄武区龙蟠路2号（南京火车站商圈），毗邻风景优美的玄武湖，距离南京火车站、汽车北站仅五分钟车程，距离南京国际展览中心仅15分钟车程；酒店毗邻南京商厦，坐拥集购物休闲娱乐为一体的完善生活配套设施，下榻酒店后，无论您想品尝美食还是看个电影，都近在咫尺。同时周围便利的交通也为您的出行提供多种选择。全季酒店以【温、良、恭、俭、让】的五常精神作为设计理念，倡导「自然、适度、自在」的东方美学生活方式。客房选用金可儿（KINGKOIL）床垫，为旅人高质量的睡眠；天然精油洗沐用品，愉悦、安心、舒缓压力；拾趣茶具及精选茶叶，让东方人生活方式在旅途延续；更有全季诗签，拾一诗，赏一画，聆听内心的平和。大堂的城市第三空间，全季“客听”，好书、好物、好茶，旅途的精神便利店，给人心灵上的慰藉。,https://hotel.elong.com/hotel/hoteldetail?hotelId=31101024&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A31101024%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京湖东宾馆,经济型,¥94起,30,高淳地区 | 南京高淳区凤黄线凤山路5号孔杨村,2.0公里，驾车约3.4公里，预计8分钟,8分钟,距古柏菜场直线2.0公里，驾车约3.4公里，预计8分钟,90,4.9,337,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年09月01日,2018年01月01日,025-56818767,坐落在高淳地区，OYO南京湖东宾馆在南京占尽地理之宜。酒店位于离南京禄口国际机场大约50km，离南京南站大约77km的地方。酒店周边的高淳老街是您入住期间休闲玩赏的好去处。旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92395678&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92395678%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
提莫电竞酒店(南京夫子庙店),舒适型,¥230起,32,夫子庙景区/秦淮河风光带 | 夫子庙贡院街188号,568米，步行约728米，预计11分钟,11分钟,距夫子庙地铁站直线568米，步行约728米，预计11分钟,89,4.7,819,4.6,4.7,4.6,4.7,4.0,15:00,12:30,1,1,0,0,0,0,0,1,2018年01月01日,2016年05月01日,17712911377,提莫电竞酒店(南京夫子庙店)位于南京夫子庙，国家5A级景区，平日接待游客在10万以上、节假日接待游客30余万，酒店就在夫子庙景区（贡院街188号），左邻右舍为星巴克咖啡、南京餐饮名店聚贤楼、丹罗蜡像馆等等。提莫电竞酒店(南京夫子庙店)是中国酒店连锁集团之一铂涛集团旗下中端品牌，至FUN、至COOL的设计理念以及舒适床上用品让您的视觉、睡觉都有不一样的体验。我们就在夫子庙景区，周围的吃、喝、玩、乐近在咫尺，超市银行也很方便，沃尔玛超市离我们直线600米，南京着名商圈新街口距离我们3公里。提莫电竞酒店(南京夫子庙店)就在夫子庙景区，到达南京其他着名旅游景点也很近，距离中山陵9公里、距离明孝陵6公里、距离玄武湖6公里。我们就在夫子庙景区，当然交通也很便利，距离地铁三号线夫子庙站300米，步行只需5分钟，距离南京站9公里，距离南京南站（高铁站）7公里，距离南京禄口国际机场38公里。我们就在夫子庙景区，走进酒店是温馨与炫酷，打开窗户是古朴与厚重。有朋自远方来不亦乐乎，我们在夫子庙等您。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91665338&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A91665338%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家商旅酒店(南京新街口中心店),舒适型,¥157起,68,新街口地区/市中心 | 丰富路181号,524米，步行约753米，预计11分钟,11分钟,距新街口地铁站直线524米，步行约753米，预计11分钟,91,4.6,456,4.6,4.7,4.7,4.7,4.0,12:00,12:00,1,1,0,0,0,0,0,1,null,2017年01月01日,025-82210099,如家商旅酒店（南京新街口中心店）地处南京市中心繁华地段，位于地铁1、2号线新街口站1、3、15号出口大洋百货南侧；毗邻大洋百货、中央商场、新百、东方福来德、德基等大型购物商场和商务楼。酒店是如家集团旗下品质升级的商旅连锁酒店品牌，拥有欧式现代的设计风格，简单舒适实用的生活空间。客房里配设齐全，无线网络让你轻松商务与休闲。这里有提供丰富餐点的自助早餐厅，可供休闲放松的商务区，还配备咖啡邀你品尝。自助洗衣房为你带来很多便利，贴心的服务让你感受如家般的温暖。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92143890&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A92143890%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京翠屏山宾馆,四星级,¥377起,224,江宁开发区 | 天元西路168号,1.2公里，驾车约2.3公里，预计1分钟,1分钟,距天元西路地铁站直线1.2公里，驾车约2.3公里，预计1分钟,91,4.8,274,4.7,4.8,4.8,4.8,4.1,14:00,12:00,1,1,1,0,0,1,1,1,2012年03月01日,null,025-52427896,南京翠屏山宾馆位于天元西路168号，地处江宁经济技术开发区，周边有游金水湾、天生桥、茅山、牛首山以及被誉为“小九寨沟”的将军山等旅游名胜，距离机场高速公路约4公里。宾馆空气清新，交通便捷，环境宜人。南京翠屏山宾馆是机场高速公路的配套设施，集商务、住宿、娱乐为一体。宾馆按照星级标准建造，总占地面积83亩。宾馆各类客房设计独特，配置齐全。宾馆拥有大小会议室8个，豪华多功能厅1个；设有中餐厅，可同时接待900人就餐。此外，设有棋牌室、KTV、汗蒸房等娱乐项目。服务热情周到，是商、旅宾客选择下榻的上佳之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=31101083&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A31101083%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
花筑·南京汤山左邻右舍温泉民宿,高档型,¥459起,16,汤山温泉/园博园度假区 | 汤家家温泉村157号,2.7公里，驾车约4.4公里，预计11分钟,11分钟,距紫清湖度假区(温泉)直线2.7公里，驾车约4.4公里，预计11分钟,96,4.8,386,4.7,4.9,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,1,1,2019年08月01日,2017年10月01日,18994050279,花筑·南京汤山左邻右舍温泉民宿坐落于汤山汤家家温泉村，距离沪蓉高速汤山出口约5分钟车程，百联奥特莱斯约10分钟车程，汤山七坊（传统工艺）约20分钟车程，距离汤山著名的碑（阳山碑材），泉（中国四大温泉之首的汤山温泉，南朝萧梁时期御用)，洞(30万年前的南京猿人洞)，湖（紫清湖），寺（位于宝华山国家森林公园的隆昌寺），车程均在15分钟以内。 左邻右舍成立的初衷源于作场中学86级十四位同学的一次聚会，30年未见的同学们一拍即合，众筹成立了这间民宿。每个房间均配有私汤泡池，提供优质客房洗护用品和定制茶叶。多功能厅适合小众聚会与公司部门团建。客栈由左邻，右舍，九麦的小院三栋独立的小楼组成，多维度的活动空间，拥有屋顶休闲平台、私人茶室和清吧，每一处都想牵绊您的脚步。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92582851&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92582851%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京转训中心酒店,高档型,¥387起,139,徐庄软件园/仙林大学城商圈 | 仙林大道169号体育局训练中心转训中心,997米，步行约1.1公里，预计15分钟,15分钟,距南京大学仙林校区直线997米，步行约1.1公里，预计15分钟,95,4.7,273,4.7,4.8,4.8,4.8,4.1,14:00,12:00,1,1,1,0,0,0,1,1,null,2013年08月01日,025-85788889,酒店地处仙林大学城，座落于仙林大道169号，江苏省体育局训练中心内。宾馆建筑面积14000平方米，拥有套房、商务标准房、豪华单间等各类客房139间；与之配套的中、西餐厅、宴会厅、豪华包间，餐位达500余个；具有多个功能齐全的会议厅、多功能厅及完善的会议设施；宾馆设有茶吧、棋牌室、美容美发室、游泳馆、网球场、羽毛馆、室外停车场等。还有先进的酒店管理网络、客房宽带网服务、消防自动控制系统、中央空调系统、数字电视、程控电话交换系统、安全监控系统，宾馆服务中心为宾客提供24小时不间断地快捷服务。是宾客在宁旅游、下榻休息、举办学术会议、开展商务活动的理想场所。 宾馆凭借优美的地理位置、优良的硬件设施，丰富的体育资源以及秉诚“用心服务、精细管理”的企业精神，竭诚为社会各界提供一流优质服务,https://hotel.elong.com/hotel/hoteldetail?hotelId=90651564&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A90651564%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
宜必思酒店(南京溧水站天利广场店),舒适型,¥139起,87,溧水天生桥景区 | 永阳街道交通东路69号1幢401室,1.1公里，驾车约1.4公里，预计4分钟,4分钟,距溧水地铁站直线1.1公里，驾车约1.4公里，预计4分钟,93,4.9,321,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,1,0,0,0,1,null,2020年06月01日,025-57280299,酒店位于永阳镇交通路69号，坐落在天益汽车城北侧，与溧水天利广场、相隔咫尺。距离地铁溧水站2号口1公里，步行10分钟可到达，距离溧水中医院400米，步行4分钟即到。酒店去海乐城、通济街等购物广场非常便捷。酒店更有简洁的健身房、曼妙醇香的鸡尾酒，满足您旅途中舒适及享受的需求。酒店全体员工为您提供清洁卫生的宜必思全新客房产品和热枕细致的优质服务！,https://hotel.elong.com/hotel/hoteldetail?hotelId=63443834&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A63443834%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
宜必思尚品酒店(南京夫子庙张府园地铁站),舒适型,¥253起,96,新街口地区/市中心 | 中山南路344号,None,距离张府园实际距离小于100米,距离张府园实际距离小于100米,93,4.7,509,4.7,4.7,4.8,4.8,4.0,14:00,12:00,1,1,1,0,0,0,1,1,null,2018年11月01日,025-58812688,酒店是按照全季风格打造的高性价比酒店，全新设计、全新理念、更具商务风格高标配置给您带来超值的享受。酒店设计时尚简约，房间宽敞明亮、落地窗、40寸液晶网络电视，全酒店无线网覆盖。酒店位于全国闻名的时尚购物、商务胜地---南京新街口商圈，紧邻地铁一号线，地铁张府园站4号口直达酒店负一楼电梯或3号出口右侧生活广场即到。附近3公里内汇聚夫子庙、总统府、瞻园等5A级景区。周边餐饮交通配套极为便利，是您商务、休闲、旅游、购物的理想酒店。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91244618&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A91244618%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京金丝利喜来登酒店,五星级,¥558起,350,新街口地区/市中心 | 汉中路169号,0.4公里，步行约0.5公里，预计8分钟,8分钟,距汉中门地铁站直线0.4公里，步行约0.5公里，预计8分钟,88,4.5,1371,4.4,4.6,4.6,4.6,4.0,14:00,12:00,1,1,1,1,1,1,0,1,null,null,025-86668888,南京金丝利喜来登酒店位于南京金融商贸中心——新街口，周边餐饮、休闲、娱乐场所齐全；距离地铁汉中门近在咫尺。酒店拥有三百余间具有专业标准的现代客房，无处不体现舒适豪华。38-40层33间全新升级装修的贵宾楼客房兼具时尚科技元素与便捷实用功能，拥有气势非凡的独特视角，身处其中，凭窗远眺，山川悠隔，尽收眼底，远大格局，了然于胸；江海缘宴会厅和8个多功能厅适合各类商务会议和社交活动的需求；5个各具特色的餐厅和酒吧是您与朋友或同事聚会、用餐的完美之选。忙碌之余，您可以选择在酒店室内全日光恒温泳池中，畅游碧波。亦可在配备齐全的现代化健身中心里锻炼，充分地放松身心。若需游历古都金陵的名胜古迹，毗邻酒店的汉中门城堡、朝天宫和夫子庙都将是您的上佳选择。,https://hotel.elong.com/hotel/hoteldetail?hotelId=51101049&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A51101049%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京骏逸宾馆,经济型,¥132起,29,江宁区 | 禄口街道石埝社区张塘角96号,1.7公里，驾车约5.3公里，预计11分钟,11分钟,距禄口机场地铁站直线1.7公里，驾车约5.3公里，预计11分钟,96,4.8,274,4.8,4.9,4.9,4.8,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2019年01月01日,2018年06月01日,18061259300,南京骏逸宾馆位于江苏省南京市江宁区禄口街道石埝社区张塘角，周边交通便利，公交站、地铁站（S1/S9号线）、机场等四通八达，地铁S9号线可到达翔宇路南、铜山、明觉、团结圩、高淳；宾馆毗邻南京航天航空大学金城学院，金肯职业学院，小吃一条街，步行街，可满足您日常购物、休闲的需求。宾馆房型多样，设计简约时尚，可满足您不同的住宿需求，入住即可享受免费高速无线网络，同时以顾客至上的服务理念，提供免费接送机服务，为您提供商务、旅行、安全的上佳住宿选择！,https://hotel.elong.com/hotel/hoteldetail?hotelId=93386633&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93386633%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
艾尚里宾馆(禄口机场店),经济型,¥142起,15,江宁区 | 铜邻新村中心大道13号新村,1.8公里，驾车约5.5公里，预计12分钟,12分钟,距禄口机场地铁站直线1.8公里，驾车约5.5公里，预计12分钟,67,4.3,3,4.3,4.3,4.3,4.3,4.0,12:00,12:00,1,1,1,0,0,1,0,1,null,2018年04月01日,17749555514,艾尚里宾馆（禄口机场店）位于禄口机场附近，地铁公交餐饮娱乐尽收眼底！周边是大学城消费亲民！一个电话包接包送！,https://hotel.elong.com/hotel/hoteldetail?hotelId=93391812&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A93391812%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京苏宁钟山国际高尔夫酒店,豪华型,¥1069起,262,钟山风景区/中山陵景区 | 环陵路9号,2.1公里，驾车约3.4公里，预计9分钟,9分钟,距聚宝山地铁站直线2.1公里，驾车约3.4公里，预计9分钟,96,4.8,566,4.9,4.8,4.8,4.9,4.0,15:00,12:00,1,1,1,1,1,1,0,1,null,2020年12月01日,025-85408888,酒店坐落于拥有“金陵毓秀”美称的紫金山脚下，地理位置得天独厚，酒店坐拥4000亩27洞标准灯光球场，推窗尽览闲适惬意的果岭景观。 酒店由世界知名设计公司CCD匠心打造，将西式古典美学与东方韵味巧妙融合，为宾客营造更具归属感的府邸式居住体验。酒店拥有262间典雅舒适的客房，部分房间配有180度视角户外露台及秀美的果岭景观。 酒店拥有四间风格迥异的餐厅及两间各具特色的酒吧，为宾客臻呈当地及各国美食体验。1900平方米会议及宴会空间，包括一间配备了互动型LED巨幕的1200平方米无柱式大宴会厅--钟山厅，为宾客打造全方位沉浸式视觉感官体验。 酒店健身房配备完善先进的健身器械，更有玻璃穹顶日光恒温泳池，宾客可在此感受身心的复苏，开启惬意的健身体验之旅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=51101017&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A51101017%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
康铂酒店(南京新街口中心店),舒适型,¥306起,109,新街口地区/市中心 | 洪武路115号,521米，步行约769米，预计10分钟,10分钟,距新街口地铁站直线521米，步行约769米，预计10分钟,79,4.8,392,4.8,4.9,4.8,4.8,4.0,12:00,12:00,1,1,0,0,0,0,0,1,2021年02月01日,2013年09月01日,025-69965111,康铂酒店(南京新街口中心店)位于南京秦淮区洪武路，地处市中心繁华的CBD和商业中心新街口，与南京广播电视大学新街口校区隔街相望，方便前往夫子庙、总统府、中华门、玄武湖、中山陵等著名景点，周边围绕高档写字楼与大型商场，交通便捷。酒店设舒适、且具法式现代设计元素的客房。酒店一楼酒吧餐厅提供中、法相结合的菜肴，形式包括自助、套餐和单点。同时酒吧还提供各类精选葡萄酒、烈酒、鸡尾酒及花式咖啡。内设各类影音播放系统及独立茶歇区，可以举办各类中、小型会议及定制私人派对。在这里您能够感受到摩登时尚的法式风情。品尝香醇浓郁的手工咖啡，啜饮精选法国葡萄酒，仿佛置身于浪漫的塞纳河畔。在酒店餐厅，您还能体验到纯正的法国美食文化，与亲朋好友一同分享美妙时光，是您休闲度假及企业商务会议的理想之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=21101050&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A21101050%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A21%7C%2a%7Cpage_size%3A20%7C%2a%7C
南京汪海国际大酒店,高档型,¥306起,174,河西/奥体中心/奥南地区 | 板桥街道梅山雄风路486号,0.6公里，步行约0.6公里，预计10分钟,10分钟,距梅山商业广场直线0.6公里，步行约0.6公里，预计10分钟,93,4.8,305,4.7,4.8,4.8,4.8,4.0,10:30,12:00,1,1,1,0,0,0,1,1,2017年10月01日,2014年05月01日,025-69569266,南京汪海国际大酒店位于板桥街道雄风路，近宁芜大道；周边配套齐全，拥有繁华的商业街，苏果超市、肯德基、国美、汪海国际影城、KTV等配套一应俱全，为您的饮食起居带来便利。酒店拥有6个大型宴会厅和2个多功能厅，面积达7000平方米，能够承办20桌-50桌不等的宴席；百余间客房，房内配设齐全。这里拥有彰显身份的奢华场地，名厨定制的美食盛宴，资深专业的服务团队，享受宴会专家一站式服务，提供场地租赁、活动策划、现场布置、艺术表演等，让您每一次相聚都倍感惬意。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90419601&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90419601%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A22%7C%2a%7Cpage_size%3A20%7C%2a%7C
金鹏酒店(南京夫子庙中心店),经济型,¥257起,39,夫子庙景区/秦淮河风光带 | 太平南路慧园街5号,443米，步行约552米，预计7分钟,7分钟,距夫子庙秦淮风光带直线443米，步行约552米，预计7分钟,43,4.9,254,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,0,0,1,2021年02月19日,null,025-85336788,金鹏酒店（南京夫子庙地铁站店）位于南京市太平南路慧园街，在秦淮旅游风光带中心区域内，紧邻地铁3号线（1号出口约60米）交通便利。东临太平南路商业一条街至总统府，西临熙南里、甘熙故居等历史文化街区，南面紧靠秦淮风光带中心区六朝古迹夫子庙、水游城。酒店隶属于徐矿集团，酒店内设施设备齐全，五星级高支面料布草、国内名牌卫浴用品、超静音门窗、零压高级席梦思、健康舒适的新风系统、高级智能马桶以及环境优雅的餐厅，装饰一新的环境为您提供舒适、温馨的入住享受，并设有停车位(内部车位有限）。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90075836&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90075836%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A22%7C%2a%7Cpage_size%3A20%7C%2a%7C
全季酒店(南京珠江路北门桥店),舒适型,¥331起,64,新街口地区/市中心 | 北门桥路4号,0.5公里，步行约0.6公里，预计9分钟,9分钟,距珠江路地铁站直线0.5公里，步行约0.6公里，预计9分钟,91,4.8,466,4.8,4.8,4.9,4.8,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2019年12月01日,025-66669066,酒店坐落于南京玄武区新街口街道珠江路商圈，周边是著名的珠江路，新世界中心。北靠鼓楼绿地广场和紫峰大厦、江苏省电视台。南临新街口德基广场、爱尚天地。东接珠江路电子一条街。西距南京大学步行仅需5分钟。可满足您购物休闲、餐饮娱乐等多种需求。酒店大堂商务区高速WIFI、现磨咖啡，为您提供舒适惬意的办公休闲空间。酒店风格设计上去除了不必要元素，回归到使用上的初衷。大量运用竹、松、木和大面积留白。为您在纷扰的城市中带来一片自然纯净的净土。门店客房格局规整，光线充足，空间宽阔，配备了金可儿床垫、特色花香枕、零压枕、哲品茶趣、65寸高清液晶电视。中央空调。优质的产品期待您的入住。全季南京珠江路北门桥酒店全体员工欢迎您的到来，竭诚为您提供优质的服务。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60937379&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A60937379%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A22%7C%2a%7Cpage_size%3A20%7C%2a%7C
花季酒店(南京夫子庙武定门地铁站店),经济型,¥227起,60,夫子庙景区/秦淮河风光带 | 平江府路199号四层,294米，步行约406米，预计6分钟,6分钟,距武定门地铁站直线294米，步行约406米，预计6分钟,94,4.9,858,4.9,4.9,4.9,4.9,0.0,14:00,12:00,1,1,0,0,0,0,0,1,2021年06月01日,2021年06月01日,025-86660718,酒店地处南京主城夫子庙中心，紧邻地铁三号线，距夫子庙景区200米，距老门东景区300米，距新街口2.2公里。客房简约精致，房间配置液晶电视，电动窗帘，智能客控，小度音响，智能机器人等现代化设备设施，完善齐全。,https://hotel.elong.com/hotel/hoteldetail?hotelId=68089209&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1101%7C%2a%7CqId%3Afd3cb081-08a6-4fe3-8646-1814951014e9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1101%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A68089209%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A22%7C%2a%7Cpage_size%3A20%7C%2a%7C
