酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
天津金岛假日酒店,高档型,¥343起,96,静海区 | 东方红路与春曦道交汇东方大厦B座,3.1公里，驾车约3.4公里，预计8分钟,8分钟,距静海站直线3.1公里，驾车约3.4公里，预计8分钟,96,4.9,1036,4.9,4.9,4.9,4.9,4.0,14:00,14:00,1,1,1,1,0,0,0,1,2019年04月01日,null,022-68877777,天津金岛假日酒店位于天津市静海县经济技术开发区东方红路与春曦道交汇处，与东方时代广场商业中心浑然一体。它东临县政府新办公区，西临火车站，面向中心休闲广场，地理位置优越，交通便捷。酒店总建筑面积约6000平方米，共五层。系静海县地标性建筑之一。超前现代的建筑风格、高贵典雅的环保装饰格调、完美配套的服务设施以及个性化的专业服务，构成了酒店款待宾客的较高品质。天津金岛假日酒店是天津市信力投资发展有限公司的子公司，天津市信力投资发展有限公司成立于2004年。公司经营项目有酒店投资、餐饮酒楼、服装销售、IT行业等。酒店本着以人为本的发展原则，以“诚信、优质、互利、高效”为经营宗旨，富丽华贵的天津金岛假日酒店，采用标准的国际酒店管理体系，以追求卓越和完美为发展目标，以合理的收费标准，竭诚为国内外广大客户提供憩息度假、商务聚会的高雅环境，令酒店的每一位顾客真实体验和享受高星级服务的高贵品质。,https://hotel.elong.com/hotel/hoteldetail?hotelId=40301083&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A40301083%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津时代大厦时尚酒店式公寓,经济型,¥118起,60,滨海新区开发区(滨海新区) | 河北路与抚顺道交口时代大厦1217,221米，步行约321米，预计4分钟,4分钟,距塘沽地铁站直线221米，步行约321米，预计4分钟,96,4.9,1700,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2014年05月01日,13702188615,天津时代大厦时尚酒店式公寓位于塘沽区洋货市场河北路与抚顺路交口，临近塘沽火车站、9号地铁站塘沽站、新洋世纪商厦。酒店可满足不同客人的需要，客房干净温馨，是学习、爱侣小歇、朋友小酌、旅游探亲、商务办公的上佳选择。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90283852&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90283852%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津中心唐拉雅秀酒店,五星级,¥622起,116,滨江道/小白楼/五大道度假区 | 南京路219号,417米，步行约476米，预计7分钟,7分钟,距营口道地铁站直线417米，步行约476米，预计7分钟,92,4.8,2963,4.7,4.7,4.7,4.8,4.0,15:00,12:00,1,1,1,1,1,1,1,1,2012年07月01日,2010年07月01日,022-23215888,酒店位于和平区黄金地段南京路与贵阳路的交界处，天津中心大厦顶层，毗邻久负盛名的时尚购物区滨江道，是市内最主要的商务及休闲的核心区，地理位置优越，交通十分便利。酒店是荣膺“国际六星钻石奖”的酒店，在其布置雅致的客房和套房内均可俯瞰城市的秀丽景观。酒店客房空间宽敞，是天津市内其他酒店平均客房面积的两倍。房间内装修豪华，设计风格时尚，设施齐备。酒店供应品类繁多的美味佳肴，可满足宾客挑剔的口味。无论是小型会议还是豪华宴会，酒店皆可提供绝佳的场所，满足各类活动的需求。酒店同时提供24小时贴身管家服务，带给您便捷的生活服务，给您一种回家的感觉。,https://hotel.elong.com/hotel/hoteldetail?hotelId=50301032&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A50301032%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津东凯悦酒店,豪华型,¥496起,299,河东/万达商业区 | 卫国道126号,520米，步行约986米，预计15分钟,15分钟,距天津市第一〇二中学直线520米，步行约986米，预计15分钟,93,4.7,1333,4.7,4.7,4.8,4.8,4.0,14:00,12:00,1,1,1,1,1,0,1,1,null,2014年05月01日,022-24571234,天津东凯悦酒店地处辐射天津东部地区及滨海新区的卫国道商圈，邻近体育主题公园、月秀园，周边金融、餐饮、休闲配套资源一应俱全，宾客出行便捷。天津东凯悦酒店整体建筑包含地上塔楼25层、裙房3层，外观豪华大气，整体装饰精致典雅、充满时尚魅力；客房宽敞舒适、布置雅致清新，房型种类多样；房内配置高品质床垫及床上用品，还设有中央空调、液晶电视、国内国际长途电话、24小时热水、独立卫浴、迷你吧、浴缸等设施，完善齐全。天津东凯悦酒店附设装修新颖别致的餐饮设施，包含咖啡厅、悦园中餐厅、大堂吧，为宾客营造愉悦的用餐环境；还设有超过2000平米的宴会厅及会议厅，满足宾客会务、婚宴等多层次消费需求。天津东凯悦酒店内现代化的水疗、健身设施是宾客放松、调整的绝佳场所，精良的设施设备与凯悦道地的款客服务相结合，使宾客的每一次造访都成为难忘的经历。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90217032&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A90217032%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津滨江凯隆酒店,豪华型,¥320起,273,滨江道/小白楼/五大道度假区 | 建设路105号,84米，步行约84米，预计1分钟,1分钟,距小白楼地铁站直线84米，步行约84米，预计1分钟,93,4.6,1687,4.5,4.7,4.6,4.7,4.0,14:00,12:00,1,1,1,0,0,0,1,1,null,null,022-23026888,天津滨江凯隆酒店地处天津市小白楼商务中心，步行约1分钟可抵达地铁站，约5分钟抵达海河或五大道风情区，更有欧式风情街、音乐厅等近在咫尺，无论你因何而来，便捷的交通总能让你轻松地到达目的地。滨江凯隆酒店是全球十大国际酒店集团之一的美国精选酒店集团（Choice Hotels International) 旗下的高端品牌。在这里，你总能找到一种欢欣鼓舞的感觉。舒适是两百余间客房的主题，每间客房都可欣赏到整座城市和海河的壮丽风景。酒店拥有完备的健身设施，彰显独特的非凡品质。咖啡厅、中餐厅和大堂吧供应多种精致美食。近1，000平方米的多功能空间堪称所有会议策划师的优良之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=40301011&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A40301011%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
金澜LOFT自助酒店公寓(天津滨海新区开发区店),舒适型,¥278起,42,滨海新区开发区(滨海新区) | 合生君景广场A座501室,2.6公里，驾车约3.8公里，预计8分钟,8分钟,距泰达MSD直线2.6公里，驾车约3.8公里，预计8分钟,95,4.9,910,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2017年10月01日,2017年06月01日,18822229250,金澜酒店公寓位于滨海新区开发区合生国际广场内，始建于2018年。紧邻天津港集团和航运中心，步行仅200米。距离保税区国际汽车城、东疆湾沙滩景区驱车约10分钟，附近大型购物休闲商场永旺梦乐城步行约900米。紧邻沿海高速。loft风格，既适合家庭出游度假又适合商务出差长期居住，超大户型，80平米上下双层复式结构，酒店式的管理，24小时热水，独立厨房，免费车位，免费Wi-Fi，柜式空调，一次性洗漱用品，床品洗漱用品一客一换，房间干净，布置温馨。公寓为来津 旅游出差，商务考察，探亲访友，学习培训的朋友们提供全方位星级标准的公寓式客房服务，欢迎您的下榻！,https://hotel.elong.com/hotel/hoteldetail?hotelId=92385454&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92385454%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
希岸酒店(天津滨江道劝业场店),舒适型,¥263起,90,滨江道/小白楼/五大道度假区 | 滨江道步行街178号,0.4公里，步行约0.5公里，预计7分钟,7分钟,距和平路地铁站直线0.4公里，步行约0.5公里，预计7分钟,91,4.8,1490,4.8,4.8,4.9,4.8,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2019年10月01日,022-27817766,酒店位于滨江道（3号线和平路地铁站C口出，穿过天河城商场从西北门出步行约5分钟），酒店处在天津繁华的商业街滨江道与辽宁路交界处，毗邻天津知名建筑遗产劝业场，附近有恒隆广场、天河城、津湾广场等多家大型购物广场旅游、购物十分便利。酒店地处天津热门景点中心，距离天津环球金融中心步行约10分钟；距离有\"古瓷博物馆\"之称的瓷房子、张学良故居步行约8分钟；距离意大利风情街步行约15分钟；距离天津网红摩天轮之眼步行约20分钟。酒店以其优雅时尚的设计著称，整体装修集美观与舒适为一体，干净整洁且不乏精致华丽的元素，符合人体工学的乳胶床垫等设施，给顾客极度舒适的住宿感受。酒店拥有各类房型给您不同选择，免费WIFI，24小时热水，拥有专属停车场；交通便利，周边配套设施齐全；是您食住行的优质选择。希岸酒店是锦江（中国区）旗下中端品牌，品牌定位：时尚、轻奢、跨界精品酒店。小幸感“宠你开始”！ 取自西方文化中富涵文学意蕴的Xana du源于马可波罗(Mar co Polo)在自传里提到的世外桃源—Shan-du一个记忆永远不会被遗忘的神奇地方，一个为自己搭建的魅力宫殿，一个让自己享受女神般生活的地方。包含来自西方的美丽意蕴，代表着酒店优雅、经典、精致的气质，及给顾客女神般的宠爱定位，小幸感“宠你无底线”,https://hotel.elong.com/hotel/hoteldetail?hotelId=60488455&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A60488455%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津京蓟圣光温泉度假酒店,豪华型,¥719起,267,蓟州区城区 | 凤凰山路6号,4.0公里，驾车约5.6公里，预计10分钟,10分钟,距天津市蓟州区人民医院直线4.0公里，驾车约5.6公里，预计10分钟,92,4.7,2588,4.7,4.7,4.7,4.7,4.0,15:00,12:00,1,1,1,1,1,1,1,1,null,2014年04月01日,022-29179999,天津京蓟圣光温泉度假酒店位于素有“京津后花园”美誉的蓟州区，距天津市区仅有一个多小时的车程。酒店远离城市喧嚣，四周环绕着秀美的山脉与美丽的湖泊，环境优美，空气清新。酒店拥有两百余间舒适典雅的客房，其中包括影音房、婚庆房、睡眠房及近40间卡通主题亲子房。具全新餐饮理念的西餐厅美食纷呈，新粤楼中餐厅亦为您倾心呈现匠心之作。酒店有超过1900平方米的宴会场地及8个多功能会议室，配备先进多媒体设备，专业的会议团队为您提供优质的宴会及会议服务。酒店配有恒温室内泳池、健身设施、SPA、KTV及棋牌室，十多个室内外健康水疗麦饭石温泉泡池可助您缓解旅途的疲劳，室内太空主题儿童乐园可令孩子们尽情玩耍、启迪心智。天津京蓟圣光温泉度假酒店不仅适合家庭亲子出游，也是您休闲旅游、商务出行、举办会议的优选之地。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90207892&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90207892%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津一宅一生酒店公寓,经济型,¥255起,15,天津站/古文化街/意大利风情区 | 南市大街与华安大街交口天汇中心3-1-1901,0.7公里，步行约0.8公里，预计13分钟,13分钟,距东南角地铁站直线0.7公里，步行约0.8公里，预计13分钟,99,5.0,565,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年06月01日,13512465522,本酒店位于天津市繁华市中心，和平区南市大街与清和大街交叉口，大都会天汇中心，本酒店全部客房均为落地窗。公寓楼内环境优雅，楼道内卫生干净，24小时保安巡视，门禁卡出入，电梯刷卡到达对应楼层，安全性私密度高。所有房间一客一换一消毒，让您安心舒适的睡眠整夜，帮你赶走旅途疲惫。而且周围交通便利，休闲娱乐、小吃 名吃遍布，酒店毗邻;南市食品街，大悦城，意大利风情街，古文化街，鼓楼，海河码头夜景，天津之眼，津湾广场，五大道，滨江道，瓷房子等景点，均在酒店2公里范围内。地铁2号线东南角直达火车站和天津机场。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94128171&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A94128171%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津生态城世茂希尔顿酒店,豪华型,¥621起,301,方特欢乐世界度假区 | 中新生态城动漫中路82号,3.1公里，驾车约4.2公里，预计8分钟,8分钟,距天津方特欢乐世界直线3.1公里，驾车约4.2公里，预计8分钟,95,4.8,1376,4.8,4.8,4.8,4.8,4.0,15:00,12:00,1,1,1,1,0,0,1,1,null,2014年12月01日,022-59998888,天津生态城世茂希尔顿酒店地处中新天津生态城充满活力的核心区域，毗邻天津方特欢乐世界、泰达航母主题公园等热门景点，并且酒店周边环绕有众多餐饮、超市、医院、银行等。酒店以清代王府为设计蓝本，大气恢弘的建筑群中坐落有毓秀隽美的中式园林。金可儿品牌床垫、瑰柏翠品牌洗护用品等尽显入住尊贵。酒店共拥有三百余间客房，走过步入式衣帽间，来到干湿分离的洗浴间，洗去夜晚的疲惫，在这里我们将为您带来更多舒适与方便。酒店有西式、中式餐厅，是您不容错过的选择。酒店健身中心，拥有超过380平方米的活动面积，全年恒温泳池总面积250㎡，配备休闲躺椅，帮助您更有效的运动。大堂区域请勿使用儿童代步车（如：滑板车、自行车、平衡车等），如需存放请与前台工作人员联系，感谢您的支持与配合。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90376574&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A90376574%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
美豪丽致酒店(天津长虹公园地铁站店),高档型,¥437起,130,天津西站/学府区 | 咸阳路77-9号,609米，步行约822米，预计12分钟,12分钟,距咸阳路地铁站直线609米，步行约822米，预计12分钟,95,4.9,1090,4.9,4.9,4.9,4.8,4.0,08:00,13:00,1,1,1,1,0,1,1,1,null,2021年01月01日,022-58982626,美豪丽致酒店(天津长虹公园地铁站店)位于南开区咸阳路，紧邻地铁二号线咸阳路站、六号线长虹公园站，南开区政府，熙悦汇购物中心，毗邻天津西站高铁枢纽，交通便利。酒店隶属于上海美豪酒店管理有限公司，是专为中高端商旅人士打造的城市度假酒店。酒店距离天津热门网红打卡地：天津之眼摩天轮、海河游船、意式风情街、古文化街、南市食品街均在6公里之内，让您在紧张高节奏的工作之余，身处一片素雅和宁静中，享受一份悠闲与自在。美豪丽致酒店长虹公园店总建筑面积 7000多平米，采用青砖、原木、水泥墙的装修格调，吊篮、沙发的随心陈设，拥有客房一百余间，二楼餐厅包含70余餐位、酒吧台和VIP室，提供自助餐、上下午晚茶，以及点餐和酒饮服务。二百平米的会议室能提供多种会议服务。酒店自有停车场、自助洗衣房、健身房，每个楼层都有休息区。完备的设施，亲切有礼的氛围，个性化的管家服务，让您时刻感受到家的温暖和关怀!,https://hotel.elong.com/hotel/hoteldetail?hotelId=65126697&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A65126697%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津陆家嘴万怡酒店,高档型,¥525起,258,天津西站/学府区 | 北马路166号,0.1公里，步行约0.2公里，预计3分钟,3分钟,距西北角地铁站直线0.1公里，步行约0.2公里，预计3分钟,93,4.8,1082,4.7,4.8,4.8,4.8,4.0,14:00,12:00,1,1,1,1,0,1,1,1,null,2017年09月01日,022-58985555,天津陆家嘴万怡酒店位于陆家嘴商务中心，从酒店出发片刻即可到达西北角地铁站，方便商务和休闲旅客出行。酒店提供客房内用餐服务，同时，宾客可在办公桌上工作而不受干扰，或坐在舒适的沙发上观看电视。酒店大堂提供免费无线网络，大堂中座位可灵活安排，是迎接宾客和举行聚会的理想场所。万荟轩餐厅每天早晨供应自助早餐，并且提供全天餐饮。酒店设有6个宴会场地，并提供会议和商务服务。公务繁忙之余，宾客可前往健身中心畅享放松时光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92548239&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A92548239%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家商旅酒店(天津梅江会展中心店),舒适型,¥224起,116,梅江会展/奥体中心区 | 大寺镇友谊南路36号洛卡金融广场,1.5公里，驾车约2.7公里，预计6分钟,6分钟,距天津梅江会展中心直线1.5公里，驾车约2.7公里，预计6分钟,90,4.9,640,4.9,4.9,5.0,4.9,4.0,14:00,12:00,1,1,1,0,0,0,1,1,null,2018年01月01日,022-87978866,如家商旅天津梅江会展中心店位于西青区友谊南路36号洛卡金融广场内，紧邻天津梅江会展中心﹑国家会展中心，毗邻永旺梦乐城﹑印象城等商业广场。酒店距地铁6号线梅江会展中心站A出口步行10分钟，周边交通便利，餐饮丰富，铭华医院﹑金月子母婴专业护理中心等相关配套资源丰厚，地铁6号线可让您轻松到达或换乘至各目的地。店内3层广角观景餐厅让您的早餐独享舒心和惬意，同时酒店配有免费﹑宽大﹑独立停车场及24小时全自助式洗衣房，全方位无线覆盖及各种规格的会议室能够满足您10--80人的多元化会议需求。品质之选，匠心服务，如家商旅酒店天津梅江会展中心店期待与您共同开启一段高品质入住之旅！,https://hotel.elong.com/hotel/hoteldetail?hotelId=93077264&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A93077264%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
万爱情侣酒店(天津大悦城店),经济型,¥227起,42,天津西站/学府区 | 南门外大街210号,0.5公里，步行约0.6公里，预计9分钟,9分钟,距鼓楼地铁站直线0.5公里，步行约0.6公里，预计9分钟,90,4.9,697,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年03月01日,2018年11月01日,022-27256521,万爱情侣酒店(天津大悦城店)位于天津市南开区南门外大街，坐落天津大悦城核心商圈，紧靠鼓楼，2号线地铁鼓楼站离酒店约500米，步行约5分钟，出行便利。酒店四十余间主题房间依傍大悦城核心商业中心，“玫瑰情缘”、“仙境之桥”、“紫色梦幻”、“倾城之恋”等情侣主题房设计充分将古典与浪漫的元素相结合，色彩绚烂，甜蜜浓郁。独特的智能APP家居系统，不仅可以用来控制房间的灯光和音乐，还可以同时享有控制电视、空调等电器的功能，方便又贴心，是万爱在天津的第三家分店，不仅延续前两家店的浪漫氛围，还精心设计了“白雪公主”、“爱在深海”、“甜心宝贝”等亲子特色主题房，将爱情和亲情相结合。酒店全房间安装地暖，全屋暖气，恋爱不降温哟。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93560339&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A93560339%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A3%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津瑞丽酒店,舒适型,¥251起,12,静海区 | 地纬路东方商业街3段1号楼,523米，步行约717米，预计11分钟,11分钟,距静海第一中学直线523米，步行约717米，预计11分钟,94,4.9,752,4.9,4.9,4.9,4.9,4.0,14:00,14:00,1,1,0,0,0,0,0,1,2017年01月01日,2014年12月01日,022-68781717,酒店位于地纬路东方商业街，地处静海县黄金地段——商业街一条街，与周边各大银行、繁华购物中心毗邻，位置优越，交通便捷。酒店客房凸显多元化风格，既有高贵典雅的传统气质，又有简约时尚的现代元素。酒店设施完善，服务优良，使您尊享惬意的睡眠体验，让您疲惫的旅程得到轻松的享受。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90673844&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A90673844%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津滨海高铁站亚朵酒店,高档型,¥399起,129,塘沽商业中心区 | 庆盛道2599号MIG金融大厦A座,831米，步行约1.1公里，预计16分钟,16分钟,距天津海昌极地海洋世界直线831米，步行约1.1公里，预计16分钟,94,4.8,841,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,1,0,0,1,1,2021年01月01日,2021年01月01日,022-58532666,天津滨海高铁站亚朵酒店位于天津市滨海新区庆盛道2599号MIG金融大厦A座。距离天津滨海高铁站5分钟左右车程，依托海河，围绕响螺湾商务区、于家堡金融区、大沽宜居生活区和蓝鲸岛大沽炮台区。酒店大堂右侧即是彩带公园，步行5分钟即到天津海昌极地海洋世界，距离大沽炮台遗址博物馆、天津金元宝滨海购物中心、万达购物中心（滨海店）、盛洋市场约10分钟左右车程。距离东疆湾景区、北塘古镇、滨海妈祖文化园、国家海洋博物馆、滨海中心文化图书馆、天津泰达航母主题公园约30分钟左右车程，地理位置得天独厚。酒店同时设有现代大型会议室及免费停车场，是度假旅游及各类商务活动选择之地。       酒店设计理念是以阅读和人文属地摄影为主题，高品质的客房产品设施、细致温馨的服务，带给您“自然、静谧、温暖、朴实”的健康生活方式。所有客房均采用普兰特系列优质床品，全套高端亚朵生活洗浴用品，部分房型配备冰箱，100M高速光纤，全WIFI覆盖。酒店设有共语（会议室）、相招（餐厅）、自助洗熨出尘（洗衣房）及新版亚朵阅读会友竹居（24小时阅读空间）、汗出（健身房），宿归（客房）的设计中融入自然、淳朴、静谧、温暖的设计风格，无不精心优质，独具匠心。为您提供一个自在、舒适的居停空间。在这里，能够休憇、充电、放松，是商务出行及旅游的选择。,https://hotel.elong.com/hotel/hoteldetail?hotelId=65368418&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A65368418%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
天津紫墨艺宿,经济型,¥288起,6,滨江道/小白楼/五大道度假区 | 南京路39号天津国际贸易中心C-2803,0.2公里，步行约0.3公里，预计5分钟,5分钟,距小白楼地铁站直线0.2公里，步行约0.3公里，预计5分钟,98,4.9,450,4.9,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年06月01日,18202267590,公寓毗邻五大道风景名胜区，与意式风情区一步之遥，距离民园仅10分钟距离，各种私房小店你探索。紫墨艺宿与有着混血气质的五大道如若毗邻，不行5分钟就可以置身于英，法，德，西班牙等国各式风貌建筑之中，信步游览230多栋风情建筑及50余座名人名宅。五大道内还藏匿着许多风情万种的独立咖啡厅及小酒吧。这些都是了解城市的性情之处。每个房型的设计装修风格都不同，泰国品天然乳胶床垫，高支数优质床品，55寸液晶电视，无硅油全套洗护用品，西门子冰箱洗衣机，电冰箱，以及免费使用WI-FI及红茶、绿茶、菊花茶和果茶等饮品。 楼下足不出户即可逛街购物。美食更是应有尽有，这里汇集了中国各地的特色美食，包括 海底捞 北李妈妈菜，鱼酷，弄堂里，南京大排档，川府老妈等。购物中心的负一层与一号线小白楼站出口实现了无缝衔接，便利与便捷的可以到达城市的任何一个角落。,https://hotel.elong.com/hotel/hoteldetail?hotelId=94078899&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A301%7C%2a%7CqId%3A482d6892-fc9c-4f54-9472-3e7d3617e9c9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A301%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A94078899%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A4%7C%2a%7Cpage_size%3A20%7C%2a%7C
